is Elon Musk,created at,source,possibly sensitive,lang,has_text,has_link,has_hashtag,has_at,has_emoji,sentiment,retweet count,reply count,like count,quote count
0,2022-12-08 17:38:14+00:00,Twitter Web App,False,en,1,0,0,0,0,0.6,770,339,7798,39
0,2022-12-08 17:38:14+00:00,Twitter Web App,False,en,1,0,0,0,0,0.2619047619047619,1177,408,9842,49
0,2022-12-08 17:38:14+00:00,Twitter Web App,False,en,1,0,0,0,0,-0.024404761904761922,3687,3323,30094,194
0,2022-12-08 15:10:30+00:00,Twitter for iPhone,False,en,1,1,0,0,0,-0.16666666666666666,5691,14181,51294,802
0,2022-12-07 05:41:11+00:00,Twitter for iPhone,False,en,1,0,0,0,0,0.0,9057,7140,91242,418
0,2022-12-06 22:31:53+00:00,Twitter Media Studio,False,en,1,1,0,0,0,0.16666666666666666,2033,1067,13223,181
0,2022-12-06 21:30:06+00:00,Twitter Media Studio,False,en,1,1,0,0,0,0.5,2317,1170,12852,126
0,2022-12-02 22:52:22+00:00,Twitter Media Studio,False,en,1,1,0,0,0,0.0,4660,5985,21985,367
0,2022-12-02 15:33:15+00:00,Twitter for iPhone,False,en,1,1,0,0,0,0.4464285714285714,2885,4544,15441,228
0,2022-12-02 02:40:02+00:00,Twitter Web App,False,en,1,1,0,0,0,-0.4,2319,566,8274,62
0,2022-12-02 02:40:01+00:00,Twitter Web App,False,en,1,1,0,0,0,0.8,9306,7513,47572,492
0,2022-12-01 23:58:16+00:00,Twitter for iPhone,False,en,1,1,0,0,0,0.0,2225,1479,10671,123
0,2022-11-30 17:32:38+00:00,Twitter for iPhone,False,en,1,1,0,0,0,0.0,3233,526,8553,83
0,2022-11-30 17:32:37+00:00,Twitter for iPhone,False,en,1,1,0,0,0,0.19999999999999998,7312,3519,25068,249
0,2022-11-29 17:01:00+00:00,Twitter Web App,False,en,1,1,0,0,0,0.0,1048,960,7042,74
0,2022-11-26 16:31:21+00:00,Twitter Media Studio,False,en,1,1,0,0,0,0.10833333333333335,1669,2216,11896,93
0,2022-11-24 14:59:12+00:00,Twitter Media Studio,False,en,1,1,0,0,0,0.09,14924,4627,120654,1640
0,2022-11-24 13:30:27+00:00,Twitter for iPhone,False,en,1,0,0,0,0,0.42000000000000004,9024,5556,79383,425
